classificacao,comentario
normal,"Todos me chamam de branquinha mais meu pai é um negro de pela clara e a família da minha mãe índio, existem pessoas muito mais brancas que eu então não sou branca mais tbm não sou negra AAAAA tô enlouquecendo meu professor disse que sou negra por causa do meu nariz e a minha boca e não acredito que posso falar que sou negra só por causa disso"
normal,Sei que pode parecer besteira mas quando ela diz que é NEGRA pra mim ela está negando os traços brancos que ela possivelmente herdou do pai.
normal,Ótima explicação
normal,"&quot;No Brasil ninguém nasce negro, torna-se negro&quot; - Neusa Santos Souza"
normal,Se eu falar que sou negra pessoal acaba cmg porque sou uma parda que é clara mas sou parda
racista,"Você não é negra, você é preta mesmo horrivel "
normal,"Você falou de uma maneira tão fofa da Djamila, deu pra sentir que você a admira de coração * - - - *"
normal,Eu quero ser negraaaa
normal,"Na minha certificação tá escrito branca , mais eu sou morena e me considero negra pois minha mãe é preta e meu pai é branco , meu pai fala que eu sou branca mais meus amigos e minha família fala que eu sou negra pois a família da minha mãe é toda preta tbm e do meu pai é branco"
normal,nossa eu tava precisando desse vídeo
normal,desde pequena eu sempre fui branca demais pra ser negra e negra demais pra ser branca e isso me fez não saber minha cultura iafins
normal,"ai, Nátaly... to há anos nesse role de me identificar e de autoaceitação e esse vídeo foi tão reconfortante..."
normal,"Você é negra se for da pele preta, se for a mistura de uma mãe branca com um pai negro e você sai meio a meio, então você é mestiça, se for filho do mesmo pai e sai branco é branco, porque é a cor da pele que conta, existe a pele branca, negra e a parda, mas as pessoas não querem aceitar isso, a maior população do brasil hj são pardos."
racista,Você é uma negona
normal,Depois que soube que na Própria  África tem Racismo de negro com negro ......
normal,"Pra mim NÃO EXISTE NEGRO DE PELE CLARA ,EXISTE O PARDO QUE É FILHO DE NEGRO COM BRANCO . SÓ ISSO ; VEJA BEM : EM SE TRATANDO DE NEGROOOOO ,ENTENDIDO CAMBADa"
normal,"Eu descobri que sou negra quando estava no primeiro ano do ensino médio (2018) ( pelo meu professor de história ). Sempre falaram: você é parda, eu não tinha noção nem do colorismo, nem do movimento negro."
normal,"Me respondam uma coisa,se uma mulher tem mãe negra e pai branco e nasce mais clara porém não branca chamam ela de negra de pele clara,não seria mais fácil chamar de parda e pronto?,um pardo pode até precisar de uma cota ou sofrer preconceito mas eu acredito que nem tanto quanto um negro retinto.<br />Não sou branca mas tenho a pele mais clara e jamais tiraria a oportunidade de um negro retinto!"
normal,Negro de traços finos = pardo. Rsrs
normal,"acho errado trazer a militância preta nos eua para o Brasil,pos são realidade diferentes,ainda mais que o Brasil e um mais miscegenado,e nos eua a realidade foi totalmente oposta,devido a segregação racial,la eles tem uma Cultura separatista sobre raças,e no Brasil não pois os relacionamentos interracais sempre foi algo que aconteceu,aceita sua parte branca,vc e fruto da mestiçagem querendo ou não"
racista,"Que preto feio, dessa cor falando que é pardo kk"
normal,que vídeo necessário!!!
normal,Que mulher maravilhosa!
normal,"Sou considerada branca por quase todo mundo, inclusive minha família. Mas quando vc disse para analisar eu lembrei de inúmeras vezes que me falaram: vc não pode pintar o cabelo dessa cor porque não combina com o tom da sua pele, esse esmalte não fica bom no tom da sua pele. E quantas vezes eu evitei ir no sol, praia, piscina só pra não ficar mais escura. O mínimo de cor que vc tem já te diminui as possibilidades do que vc pode ou não fazer. Minha família parte preta parte indigena me acha muito branca, meu ex namorado branco me achava muito escura. É realmente algo que só vc pode medir. Mas claro, eu tenho MUITA passabilidade não nego isso, mas já quis muito ser mais branca do que sou, já passei maquiagem mais clara, já evitei sol, já alisei o cabelo, já usei efeitos que clareavam a pele, isso pq só tinha amigas mais brancas que eu, as referencias eram sempre mais brancas. É uma criação de auto-ódio com tudo que não é classicamente branco, muito triste."
normal,"Mds eu estava realmente precisando ver esse vídeo, MT obrigadaaa &lt;3"
racista,"Esse papo é um saco, esses pretos não tem o que fazer não."
normal,"&quot;Aquela sensação de despertencimento&quot; ai, você resumiu tudo oq eu sinto..."
normal,O que eu vou fazer com as minhas raizes  brancas.?  Kkkk
normal,"So uma palavra, PERFEITO!"
normal,Eu sou degrade
normal,Minha familia é toda misigenada e eu tenho um tom de pele negro um pouco mais claro. O famoso pardo. E eu ja sofri racismo e fui reenvindicar uma vez sobre o racismo q sofri muitas vezes e vieram me falar a mesma coisa NATALY. Q eu nem era negro pra estar falando. Isso me deu uma raiva 
normal,"Eu me perdi agora, não desmerecendo você eu amo seu trabalho. Eu tenho Mae e Pai branco só que por parte de Mãe eu tenho Uma origem indigena e italiana e por parte de Pai tenho origens alemã e afro, Minha Pele é bem amarela, meu cabelo é cacheado."
normal,"Vc não é negra, vc é parda!"
racista,Repulsa dessa preta aff
normal,eu vi esse vídeo e achava q era negra kkkkkk
normal,MUITO MUITO obrigada por esse vídeo! Me ajudou muito a entender quem eu sou!
normal,"Naty, é difícil pq eu sempre falo q sou parda pois ninguém acha q sou negra e eu tenho o mesmo tom de pele q o seu e tenho traços finos também. Quero muito colocar tranças mas sei q vai falar q estou fazer apropriação cultural."
normal,"Tenho insegurança de dizer que sou negra de pele clara pq algumas pessoas ridicularizam ,só pq minha pele não é tao escura"
normal,Você não é negra. Você é parda.
normal,"Meu marido é negro e quando nós nos conhecemos ele me disse ser contra as cotas. Hoje, graças aos movimentos negros e suas leituras, ele mudou de ideia e passou a perceber o quanto sua família foi lesada em sua história. Que bom que estes e outros movimentos sociais existem! Que bom que há pessoas engajadas em melhorar o mundo e torná-lo melhor para todos. Um abraço e parabéns."
normal,Vídeo maravilhoso!
normal,"Os mestiços sao uma realidade, sou descendente de indígena negro branco e asiático, por que mim definiria negro ? Não mim defino nenhuma das etnias, apenas mestiço ou pardo, só acho que a militância deveria considerar o meio termo, já vários vídeos que vejo esse, mesmo tipo de pensamento de que pardo não exite, todos tem o seu lugar na sociedade, independente de quem sofre mas, ou menos, devemos ser reconhecidos por quem somos. <br />Não tenho características de negro, seria impossível mim definir negro, também não posso dizer que sou branco, pois conheço minha família e toda a mestiçagem que tenho."
normal,"Na hora de tu concorrer a uma cota tu vai marcar a do pardo, porque a de negro, vc nao seria aceita, por ser parda."
normal,E sério eu me sinto um et nao sou human nao POSSO pertencer a essa raça
normal,Nao sei pk as pessoas se preocupam tanto com COR... sabe eu ja falei isso no  dia que a Beyoncé aparecer com um cara branco eu vou fazer um buraco no chão b fundo pk bagulho vai see Bravo  vao fazer uma guerra e se realmente a humanidade evoluir ate lá l... vao descobrir que o amor nao tem cor!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
racista,Quem sabe um dia esses pretos entendam que nasceram mesmo pra serem escravos e essa disculsão toda acaba
normal,"O primeiro passo é detectar todas as formas de racismo vivenciadas, e admitir pra si mesmo que isso aconteceu não é fácil/ é<br />Uma identificação de processo doloroso, é preciso falar para<br />Que essas experiências não se repitam, para somar vozes na luta antirracista . Parabéns pelo vídeo"
normal,Quero fazer curso com a djamila ribeiro tbbbbbb aaaaaaaaaahhhh
normal,Maravilhosa
normal,"Ótimo vídeo,ótimo canal,não tenho nenhuma intenção de te ofender mas não existe &quot;negro de pele clara&quot; ou você é negro,ou tem a pele clara,se você tem traço das duas etnias você é mestiça,sua pele é parda."
normal,"Bem mais errado falar negro claro, negro escuro. Vc tá tomando o lugar de quem realmente é negro, seja para o bem ou para o mal."
racista,"Traços brancos?não vi nenhum, é preta do cabelo ruim mesmo."
normal,pardo significa branco sujo<br />pardo n existe
normal,A sociedade deixou bem claro o &quot;quão negra&quot; sou. E por mim FDS !! <br />Me amo muito 
normal,"Eu tenho a pele totalmente branca olhos, verdades e cabelo cacheado. E tenho país considerado &quot;pardos&quot;. Tenho avó de Portugal que casou com negra. Sou negra porque tenho gente negra na família. Porque não posso tem orgulho de sim sou MESTIÇA. E ACHO A PALAVRA NEGRA OFENSIVA."
normal,Anita <br />Camila pitanga<br />Juliana Paes <br />São o que?
normal,Eu já aprendi muito com a Nátaly
normal,"Não tem muito a ver, eu sei, mas ela parece uma sereia de tão linda!"
normal,Maravilhosa!! 
normal,"RESUMO:<br /> UM TRAÇO NEGRO , JA TE FAZ UMA PESSOA NEGRA..."
normal,"Sou negra de pele clara e vendo outro vídeo de outra youtuber ela dizendo que sou mestiça e nossa eu pensei que, não sou escura o suficiente para ser negra ou clara o suficiente para ser branca.<br />Me senti sem lugar e acho seu vídeo  explicou claramente . Agradeço demais"
normal,Reassistindo esse vídeo depois de 2 anos e ainda é tão atual. Queria ser sua alunaaaa 
normal,"Vendo o video pela quarta vez, obrigada Nátaly"
normal,"Na, faz um vídeo atualizado desse tema pra gente"
normal,"Perfeita a locutora! Perfeito o conteúdo! Obrigada, Nataly!"
normal,Nem precisa ser negro pra lutar contra o racismo
normal,"Tenho nariz largo bunda grande lábios grossos, pele branca, trabalhei em uma loja que era obrigada prender o cabelo porque a dona disse que meu cabelo não gerava lucro"
normal,"Eu sou uma negra de pele branca, cabelo Crespo e traços (lábios nariz ) negros"
normal,"Nátaly, eu realmente n entendo pq vc se considera negra se vc é parda e eu n tô dizendo isso na maldade não, e nem tô te dando hate, é que eu realmente não entendo, não existe mulher negra de pele clara, uma pessoa &quot;negra de pele clara&quot; é uma pessoa parda, uma pessoa mestiça. Uma pessoa parda que se diz negra n está longe de alguém branco q pega um brozeado e jura q é negro. O pardo existe e ele está na sua pele, e na minha tbm"
normal,"Eu realmente não sabia que ser &quot;pardo&quot; é ser negro, agora eu me sinto muito feliz por saber que faço parte da comunidade negra, hj eu consigo ver que eu sofri racismo e ainda sofro por conta do meu cabelo, que é cacheado quase crespo, tirando minha pele que é &quot;morena&quot;, agora eu entendo que sou negro, e entendo meus privilégios por ter pele mais clara, muito obg por me ajudar a me identificar, e vou lutar sempre contra o racismo "
normal,"Após esse vídeo(ainda mais no final), comecei a me questionar já fui chamada de sujinha por ter pele mais clara, já ouvi comentários ruins mas que na época não soube identificar, obrigada pelo vídeo "
normal,"que vídeo sensato, meu pai"
normal,Se um negro de pele clara é negro; um branco de pele escura é branco?
normal,É pardo e acabou minha filha &quot; preto de pele clara &quot; KKKKKKKKKKKKK mds
normal,esse papo é de negro gringo. Nos Estados Unidos a coisa foi totalmente diferente do Brasil.
normal,"Garota a minha filha é a tua cara, vc passaria por eslava na Europa. Vc nao é negra. Aqui na Europa vc nunca passaria por negra. Eu nao nego a minha cor, adoro ser mestica. Amo ter sangue de negro, indio e branco. Que pena que nao tenho sangue amarelo. Olha namorei brancos, sempre fui apresentada para a familia deles. Vc é muito nova, primeiro vai viver para depois querer dar aula. Sofri racismo mais por  negros que por brancos. Vc está tomando a voz dos negros retintos, esses sim sofrem racismo de verdade no Brasil."
normal,"Eu sou um homem negro de pele clara e vejo q a maioria das pessoas não aceitam a minha indentidade. Escuto palavras desse tipo: &quot;você não é negro, é pardo!&quot;, &quot;Você é moreno, não negro!&quot;, &quot;Se chamado de macaco vc não quer, né?&quot; Entre outras... afinal eu percebo q até hoje essa ideia de &quot;embranquecer&quot; as pessoa ainda persisti na mente de muitos por ai!"
normal,Eu sou café com leite a mina fala que sou branca .
normal,Ganhaste um inscrito.
normal,Se você tiver descendência indígena ou árabe e for pardo mesmo assim deve ser considerado negro? Não entendi a lógica.
normal,Muito obrigada pela explicação do coloridismo !! Eu nunca acetei de me chamarem de parda !! Eu sou negra !!!!
normal,Eu nunca vou saber o que eu sou porque sou adotada nao seu nada sobre a minha família de sangue
normal,"Prefiro não chamar de privilégio e sim de benefícios sociais. <br />O assunto sobre sobre a questão racial é muito complexo, e seu canal muito necessário."
normal,Eu achava que pardo fosse filho de uma pessoa branca com uma pessoa negra
normal,"Obrigada, Nátaly de 2016, por esse vídeo e por ser quem você é desde sempre."
normal,"Nátaly, nasci em 99 e minha irmã mais nova que é mais clara do que eu, nasceu em 2005. O que acontece, na minha certidão de nascimento, diz que sou &quot;BRANCA&quot;, já na certidão de nascimento de minha irmã mais nova, fala que ela é &quot;PARDA&quot;. Nossas características são muito parecidas, tenho cabelo cacheado e ela também, sendo que sou mais escura, essa CLASSIFICAÇÃO NA CERTIDÃO, tem a ver com as ÉPOCAS?  Qual é o teu ponto de vista sobre?"
